,,,,sim to bat,sim to MM bat,diff
TCG_11,BBM61317,Cattle,Betacoronavirus_1,0.096428571,0.392656852,0.296228281
BCoV_ENT,AAK83356,Cattle,Betacoronavirus_1,0.096415328,0.392622448,0.296207121
TCG_21,BBM61457,Cattle,Betacoronavirus_1,0.097376734,0.392622448,0.295245714
TCG_20,BBM61447,Cattle,Betacoronavirus_1,0.095918648,0.392584801,0.296666154
4_17_25,AVZ61109,Cattle,Betacoronavirus_1,0.096907216,0.392565968,0.295658752
4_17_08,AVZ61119,Cattle,Betacoronavirus_1,0.096632302,0.392565968,0.295933666
MHV/BHKR_lab/USA/icA59_ns2M/2012,AGT17749,Mouse,Murine_coronavirus,0.106895087,0.392564532,0.285669445
IWT_15,BBM61067,Cattle,Betacoronavirus_1,0.096180269,0.392550394,0.296370125
ChinaGD03,QED88019,Human,Human_coronavirus_NL63,0.06271973,0.354235033,0.291515303
TCG_6,BBM61377,Cattle,Betacoronavirus_1,0.096153846,0.392481598,0.296327752
IWT_18,BBM61077,Cattle,Betacoronavirus_1,0.095493267,0.392462752,0.296969485
TCG_5,BBM61267,Cattle,Betacoronavirus_1,0.096402087,0.392412826,0.296010739
IWT_16,BBM61117,Cattle,Betacoronavirus_1,0.096716582,0.392340724,0.295624142
BCoV_LUN,AAL57308,Cattle,Betacoronavirus_1,0.096402087,0.392325215,0.295923127
IWT_9,BBM60927,Cattle,Betacoronavirus_1,0.095467033,0.392218717,0.296751684
TCG_22,BBM61467,Cattle,Betacoronavirus_1,0.096800769,0.392203241,0.295402472
Buffalo_coronavirus_B1_28F,ANJ04728,Buffalo,Betacoronavirus_1,0.095728609,0.392184351,0.296455742
IWT_11,BBM61027,Cattle,Betacoronavirus_1,0.096277984,0.392096732,0.295818748
IWT_5,BBM60987,Cattle,Betacoronavirus_1,0.096069269,0.392093268,0.296023999
TCG_8,BBM61397,Cattle,Betacoronavirus_1,0.097075381,0.391940429,0.294865048
IWT_12,BBM61037,Cattle,Betacoronavirus_1,0.095990113,0.391887156,0.295897044
UNKNOWN_DQ915164,ABI93999,Alpaca,Betacoronavirus_1,0.096663463,0.391677617,0.295014154
4_17_03,AVZ61099,Cattle,Betacoronavirus_1,0.096880583,0.39162065,0.294740068
Quebec,AAL40400,Cattle,Betacoronavirus_1,0.092483166,0.391533,0.299049834
SHG_3,BBM61217,Cattle,Betacoronavirus_1,0.095375326,0.391277695,0.295902369
Buffalo_coronavirus_B1_24F,ANJ04717,Buffalo,Betacoronavirus_1,0.095486349,0.391121618,0.295635269
ICSA21_LBA,AVI15000,Cattle,Betacoronavirus_1,0.097912661,0.390923427,0.293010766
Obihiro12_1,BAS18856,Horse,Betacoronavirus_1,0.09272252,0.390842909,0.298120388
NC99,ABP87990,Horse,Betacoronavirus_1,0.093981863,0.390709904,0.29672804
Obihiro12_2,BAS18866,Horse,Betacoronavirus_1,0.092059997,0.390472848,0.298412851
TCoV_ATCC,ABW75138,Turkey,Avian_coronavirus,0.074424472,0.390228541,0.315804069
ICSA_pool_EN,AVI15033,Cattle,Betacoronavirus_1,0.09685828,0.390207585,0.293349306
BCoV_2014_13,ARD05999,Cattle,Betacoronavirus_1,0.096898161,0.389998248,0.293100088
Tokachi09,BAS18846,Horse,Betacoronavirus_1,0.090971554,0.389779998,0.298808444
gammaCoV/guinea_fowl/France/S/2011,CEK09108,Guinea_Fowl,Avian_coronavirus,0.064779874,0.38790932,0.323129446
TCoV_540,ABW75125,Turkey,Avian_coronavirus,0.068374725,0.386563679,0.318188954
PRCV/USA/Minnesota_46140/2016,ASV45148,Swine,Alphacoronavirus_1,0.094134122,0.385908151,0.29177403
HKU14_1,AFE48795,Rabbit,Rabbit_coronavirus_HKU14,0.098705947,0.382894737,0.28418879
HKU14_3,AFE48805,Rabbit,Rabbit_coronavirus_HKU14,0.098074278,0.38273987,0.284665592
HKU14_10,AFE48827,Rabbit,Rabbit_coronavirus_HKU14,0.099133782,0.382726874,0.283593092
HKU14_8,AFE48817,Rabbit,Rabbit_coronavirus_HKU14,0.099023518,0.382706305,0.283682787
HKU23_265F,AHN64774,Camel,Betacoronavirus_1,0.092254969,0.382216382,0.289961413
HKU23_362F,AHN64783,Camel,Betacoronavirus_1,0.091158328,0.38151555,0.290357222
camel/Riyadh/Ry123/2015,ALA50080,Camel,Camel_coronavirus_HKU23,0.091008772,0.381044149,0.290035377
camel/Abu_Dhabi/B101,ATI09449,Camel,Camel_coronavirus_HKU23,0.090422613,0.380960729,0.290538117
HKU19_6918,AFD29226,Night_Heron,Night_heron_coronavirus_HKU19,0.074448807,0.380428954,0.305980147
HKU24_R05005I,AJA91196,Rat,Betacoronavirus_HKU24,0.084322385,0.37822425,0.293901865
S,ADI59790,Mouse,Murine_coronavirus,0.097419622,0.377272328,0.279852706
OH7269,AKV62755,Swine,Alphacoronavirus_1,0.082779923,0.37606684,0.293286918
MG10,ABW81427,Turkey,Avian_coronavirus,0.061882716,0.375716846,0.31383413
MHV_MI,BAJ04696,Mouse,Murine_coronavirus,0.098084499,0.37295548,0.27487098
BtKY229E_8,APD51507,Bat,Human_coronavirus_229E,0.077255613,0.356668732,0.279413119
BtKY229E_1,APD51499,Bat,Human_coronavirus_229E,0.075884155,0.354818744,0.27893459
Amsterdam_057,ABE97137,Human,Human_coronavirus_NL63,0.063141612,0.354501109,0.291359497
NL63/human/USA/838_9/1983,AGT51366,Human,Human_coronavirus_NL63,0.061367785,0.352539668,0.291171883
ChinaGD02,QED88012,Human,Human_coronavirus_NL63,0.062561507,0.353728829,0.291167321
NL63/DEN/2005/193,AFD98785,Human,Human_coronavirus_NL63,0.062043796,0.353066289,0.291022493
ChinaGD05,QED88026,Human,Human_coronavirus_NL63,0.062640449,0.353634752,0.290994302
NL63/DEN/2005/1062,AFD98820,Human,Human_coronavirus_NL63,0.061903425,0.352889046,0.290985621
NL63/UF_2/2015,APF29071,Human,Human_coronavirus_NL63,0.061253161,0.352190105,0.290936944
NL63/RPTEC/2004,AFV53148,Human,Human_coronavirus_NL63,0.062043796,0.352977667,0.290933872
5425,QHA24665,Bat,229E_related_bat_coronavirus,0.07005571,0.353871994,0.283816284
NL63/DEN/2005/271,AFD98806,Human,Human_coronavirus_NL63,0.062043796,0.352977667,0.290933872
NL63/DEN/2005/1876,AFD98834,Human,Human_coronavirus_NL63,0.062043796,0.352977667,0.290933872
HCoV_NL63/Haiti_1/2015,AKT07952,Human,Human_coronavirus_NL63,0.062061219,0.352685694,0.290624475
NL63/DEN/2009/9,AFD98750,Human,Human_coronavirus_NL63,0.063246662,0.353843426,0.290596764
NL63/human/USA/012_31/2001,AGT51331,Human,Human_coronavirus_NL63,0.062210364,0.352805602,0.290595239
NL63/human/USA/0111_25/2001,AGT51380,Human,Human_coronavirus_NL63,0.063686208,0.354260885,0.290574677
Amsterdam_496,ABE97130,Human,Human_coronavirus_NL63,0.06338721,0.353932086,0.290544876
CBJ_037,AFO70497,Human,Human_coronavirus_NL63,0.062526345,0.35301942,0.290493075
ChinaGD01,QED88033,Human,Human_coronavirus_NL63,0.063431786,0.353911655,0.290479869
NL63/DEN/2005/1862,AFD98827,Human,Human_coronavirus_NL63,0.062772083,0.353248825,0.290476743
NL63/UF_1/2015,ALJ53431,Human,Human_coronavirus_NL63,0.062069934,0.352539668,0.290469734
CN0601/14,AVA26873,Human,Human_coronavirus_NL63,0.063581376,0.354031757,0.290450382
NL63/DEN/2008/16,AFD98771,Human,Human_coronavirus_NL63,0.062693281,0.353113358,0.290420077
NL63/DEN/2009/20,AFD98778,Human,Human_coronavirus_NL63,0.062254075,0.352518624,0.290264548
ChinaGD04,QED88040,Human,Human_coronavirus_NL63,0.062684469,0.352602181,0.289917712
Frankfurt_1,BAE93401,Human,Severe_acute_respiratory_syndrome_related_coronavirus,0.789632309,0.819732143,0.030099834
Frankfurt_1,AAP33697,Human,Severe_acute_respiratory_syndrome_related_coronavirus,0.79258366,0.821932488,0.029348828
AS,AAQ94060,Human,Severe_acute_respiratory_syndrome_related_coronavirus,0.793425814,0.822436584,0.02901077
BtKYNL63_15,APD51491,Bat,NL63-related_bat_coronavirus,0.081110806,0.343964758,0.262853952
GZ151867,QCX35160,Bat,Rhinolophus_bat_coronavirus_HKU32,0.066405156,0.342923104,0.276517949
183A,AFU92104,Bat,Bat_coronavirus_HKU10,0.08278099,0.341430978,0.258649988
175A,AFU92113,Bat,Bat_coronavirus_HKU10,0.082792666,0.340840575,0.258047909
BtKYNL63_9a,APD51475,Bat,NL63-related_bat_coronavirus,0.067376383,0.340275923,0.27289954
CHB0025,QHA24724,Bat,Hipposideros_pomona_bat_coronavirus_CHB25,0.076283136,0.339368122,0.263084986
TLC1347A,AFU92131,Bat,Bat_coronavirus_HKU10,0.075198638,0.337219651,0.262021013
TLC1343A,AFU92122,Bat,Bat_coronavirus_HKU10,0.075198638,0.337130651,0.261932014
SL12A,AFU92078,Bat,Bat_coronavirus_HKU10,0.073454339,0.336271368,0.262817028
LSH5A,AFU92095,Bat,Bat_coronavirus_HKU10,0.073201873,0.336183097,0.262981225
AFCD77,ACA52171,Bat,Miniopterus_bat_coronavirus_HKU8,0.079417879,0.335958934,0.256541055
TLC1310A,AFU92086,Bat,Bat_coronavirus_HKU10,0.07277628,0.335915932,0.263139652
BtCoV/Rh/YN2012_Rs4259,QBP43279,Bat,Bat_coronavirus,0.076339097,0.335902206,0.259563108
BtCoV/Rh/YN2012_Rs4125,QBP43268,Bat,Bat_coronavirus,0.07925801,0.335458732,0.256200722
BtKYNL63_9b,APD51483,Bat,NL63-related_bat_coronavirus,0.063936481,0.335285245,0.271348764
AFCD62,ACA52164,Bat,Miniopterus_bat_coronavirus1,0.059930314,0.333510969,0.273580655
BtCoV/Rh/YN2012_Ra13591,QBP43290,Bat,Bat_coronavirus,0.078576413,0.333156546,0.254580132
HK140714,QHA24696,Bat,Miniopterus_bat_coronavirus_HKU8,0.068853386,0.332182993,0.263329607
161454,QHA24718,Bat,Miniopterus_bat_coronavirus_HKU8,0.059404563,0.331469649,0.272065085
TLC26A,QCX35167,Bat,Rhinolophus_bat_coronavirus_HKU32,0.067502818,0.330791061,0.263288242
BtCoV/Rh/YN2012_Rs3376,QBP43256,Bat,Bat_coronavirus,0.06505889,0.330502477,0.265443587
Bat_CoV/P.kuhlii/Italy/206645_41/2011,AZF86118,Bat,Nyctacovirus,0.061844285,0.330010586,0.268166301
UNKNOWN_KY799179,ASL24654,Bat,Bat_coronavirus_CDPHE15,0.068793343,0.328921828,0.260128486
CH/TP_2_2/2018,QCC26581,Swine,Porcine_epidemic_diarrhea_virus,0.07134925,0.328835227,0.257485977
CH/TP_4_3/2018,QCC26595,Swine,Porcine_epidemic_diarrhea_virus,0.071190674,0.328599325,0.257408651
KNU_1829,QDZ36662,Swine,Porcine_epidemic_diarrhea_virus,0.069327441,0.32828417,0.258956729
AJ1102_F12_,QGZ28404,Swine,Porcine_epidemic_diarrhea_virus,0.072672009,0.327778763,0.255106754
KNU_141112_S_DEL5,ASA40103,Swine,Porcine_epidemic_diarrhea_virus,0.069638654,0.327661083,0.258022429
CH/TP_3_1/2018,QCC26588,Swine,Porcine_epidemic_diarrhea_virus,0.06956401,0.327650506,0.258086496
CH/SCZY44/2017,AZL47204,Swine,Porcine_epidemic_diarrhea_virus,0.069242487,0.327569389,0.258326902
USA/MO/2014/03293,AKP80631,Swine,Porcine_epidemic_diarrhea_virus,0.069925228,0.327567855,0.257642627
OKY_1/JPN/2014,BAT33335,Swine,Porcine_epidemic_diarrhea_virus,0.068707577,0.327566321,0.258858743
Aram_feces,QDY92469,Swine,Porcine_epidemic_diarrhea_virus,0.068159823,0.327425786,0.259265963
PEDV/GER/L01012_K01_15_02/2015,SNQ27930,Swine,Porcine_epidemic_diarrhea_virus,0.069500208,0.327272727,0.25777252
USA/IL20697/2014_P5,AMD11124,Swine,Porcine_epidemic_diarrhea_virus,0.069529086,0.327271114,0.257742028
PEDV/GER/L01011_K01_15_01/2015,SNQ27967,Swine,Porcine_epidemic_diarrhea_virus,0.069380972,0.327242083,0.257861111
MYG_1/JPN/2014,BAT33281,Swine,Porcine_epidemic_diarrhea_virus,0.07038366,0.327219564,0.256835904
GDS08,QCQ19936,Swine,Porcine_epidemic_diarrhea_virus,0.071655391,0.327217938,0.255562547
USA/IA/2013/19321,AKP80610,Swine,Porcine_epidemic_diarrhea_virus,0.069619377,0.327214685,0.257595308
CHGD_01,AFR54326,Swine,Porcine_epidemic_diarrhea_virus,0.072405693,0.327187306,0.254781613
KNU_1406_1,AIR95864,Swine,Porcine_epidemic_diarrhea_virus,0.069600111,0.327156663,0.257556552
USA/2014/IL/20697_P7,AMD11118,Swine,Porcine_epidemic_diarrhea_virus,0.069767442,0.32715502,0.257387578
H11_SD2017,AXS67925,Swine,Porcine_epidemic_diarrhea_virus,0.069780296,0.327098661,0.257318366
CH/HNYF/14,ALB08472,Swine,Porcine_epidemic_diarrhea_virus,0.068573015,0.327093683,0.258520668
KNU_1806,QBA57552,Swine,Porcine_epidemic_diarrhea_virus,0.068727574,0.327042353,0.25831478
KCH_2/JPN/2014,BAT33323,Swine,Porcine_epidemic_diarrhea_virus,0.069223314,0.327006652,0.257783337
MYZ_1/JPN/2013,BAT33329,Swine,Porcine_epidemic_diarrhea_virus,0.069223314,0.327006652,0.257783337
GDS49,QCQ20062,Swine,Porcine_epidemic_diarrhea_virus,0.072236008,0.326987781,0.254751773
GDS14,QCQ19984,Swine,Porcine_epidemic_diarrhea_virus,0.071862069,0.326926484,0.255064415
GDS15,QCQ19972,Swine,Porcine_epidemic_diarrhea_virus,0.071231364,0.326923077,0.255691713
GD_A,AFP81695,Swine,Porcine_epidemic_diarrhea_virus,0.071852978,0.326921372,0.255068394
GDS16,QCQ19942,Swine,Porcine_epidemic_diarrhea_virus,0.071911663,0.326894107,0.254982444
KNU_141112_S_DEL2,ASA40091,Swine,Porcine_epidemic_diarrhea_virus,0.069051236,0.326866862,0.257815626
FJzz1,QAR17949,Swine,Porcine_epidemic_diarrhea_virus,0.071221532,0.326866862,0.255645329
AJ1102,AFQ37598,Swine,Porcine_epidemic_diarrhea_virus,0.071941453,0.326865143,0.25492369
GDS35,QCQ20002,Swine,Porcine_epidemic_diarrhea_virus,0.071054806,0.326844806,0.25579
FJ2011,AYL64492,Swine,Porcine_epidemic_diarrhea_virus,0.07140884,0.326834456,0.255425616
CH/SCLS/2018,AZL47222,Swine,Porcine_epidemic_diarrhea_virus,0.070718232,0.326834456,0.256116224
GDS53,QCQ20050,Swine,Porcine_epidemic_diarrhea_virus,0.069565217,0.326805494,0.257240277
GDS36,QCQ19954,Swine,Porcine_epidemic_diarrhea_virus,0.071389119,0.326803758,0.255414639
KNU_1702,AWM11456,Swine,Porcine_epidemic_diarrhea_virus,0.067996122,0.326798545,0.258802423
GDS26,QCQ19828,Swine,Porcine_epidemic_diarrhea_virus,0.069860555,0.326774794,0.256914239
GDS39,QCQ19960,Swine,Porcine_epidemic_diarrhea_virus,0.07140884,0.32677305,0.25536421
GDS37,QCQ20014,Swine,Porcine_epidemic_diarrhea_virus,0.071212121,0.326725664,0.255513543
KNU_1817,QBO24663,Swine,Porcine_epidemic_diarrhea_virus,0.067522784,0.326715121,0.259192338
FR/001/2014,AKE47378,Swine,Porcine_epidemic_diarrhea_virus,0.068650519,0.326682628,0.258032109
PEDV/GER/L00919_K17_14_02/2014,SNQ27905,Swine,Porcine_epidemic_diarrhea_virus,0.068650519,0.326682628,0.258032109
GDS51,QCQ20044,Swine,Porcine_epidemic_diarrhea_virus,0.069408031,0.326658988,0.257250957
15V010/BEL/2015,AKC34872,Swine,Porcine_epidemic_diarrhea_virus,0.069361761,0.326651885,0.257290124
GDS50,QCQ19924,Swine,Porcine_epidemic_diarrhea_virus,0.070284452,0.326626485,0.256342033
XM1_2,AQW35007,Swine,Porcine_epidemic_diarrhea_virus,0.070630432,0.326601116,0.255970684
ZJCZ4,AFV46344,Swine,Porcine_epidemic_diarrhea_virus,0.068994067,0.326570391,0.257576324
CO/P14/IC,ANY27037,Swine,Porcine_epidemic_diarrhea_virus,0.066058596,0.326568593,0.260509997
PEDV/GER/L01014_K01_15_04/2015,SNQ27949,Swine,Porcine_epidemic_diarrhea_virus,0.069442523,0.326566794,0.257124271
ISU13_22038_IA_passage9,AHA38153,Swine,Porcine_epidemic_diarrhea_virus,0.069536424,0.32654146,0.257005036
PEDV/ROMANIA/L01329_K25_15_01/2015,SNQ28016,Swine,Porcine_epidemic_diarrhea_virus,0.069571231,0.326537848,0.256966617
CH/HNQX_3/14,ALF39589,Swine,Porcine_epidemic_diarrhea_virus,0.068248023,0.326532423,0.258284399
IBR_1/JPN/2013,BAT33173,Swine,Porcine_epidemic_diarrhea_virus,0.069991733,0.326517968,0.256526235
GD_1,AFW98998,Swine,Porcine_epidemic_diarrhea_virus,0.071043538,0.32644738,0.255403842
CHN/SH_2012_5/2012,AVK78141,Swine,Porcine_epidemic_diarrhea_virus,0.069360177,0.326425788,0.257065612
CH/SCZG/2017,AZL47198,Swine,Porcine_epidemic_diarrhea_virus,0.070008285,0.326422116,0.256413831
PEDV/USA/Minnesota124/2015,ANI85818,Swine,Porcine_epidemic_diarrhea_virus,0.069132055,0.326393196,0.257261141
CH/S,AEQ55004,Swine,Porcine_epidemic_diarrhea_virus,0.070243363,0.326391351,0.256147988
HUN/5031/2016,ASB30081,Swine,Porcine_epidemic_diarrhea_virus,0.068392635,0.326385809,0.257993175
CH/SCAZ10/2017,AZL47210,Swine,Porcine_epidemic_diarrhea_virus,0.07023596,0.326366132,0.256130173
Aram_P29_CA,QDY92481,Swine,Porcine_epidemic_diarrhea_virus,0.067578773,0.326364281,0.258785508
CH_HNKF_16,AUV64199,Swine,Porcine_epidemic_diarrhea_virus,0.069911748,0.32633723,0.256425481
IWT_4/JPN/2014,BAT33131,Swine,Porcine_epidemic_diarrhea_virus,0.069141595,0.326333511,0.257191915
S236,QAY31031,Swine,Porcine_epidemic_diarrhea_virus,0.068679036,0.32632606,0.257647024
GDS52,QCQ20068,Swine,Porcine_epidemic_diarrhea_virus,0.071497451,0.326312063,0.254814612
OKN_1/JPN/2013,BAT33269,Swine,Porcine_epidemic_diarrhea_virus,0.06937931,0.326306466,0.256927156
AOM_2/JPN/2014,BAT33275,Swine,Porcine_epidemic_diarrhea_virus,0.069270043,0.326304598,0.257034555
ZJ/ZX2018_C10,AZS27725,Swine,Porcine_epidemic_diarrhea_virus,0.070274748,0.326304598,0.25602985
CH/SCMY/2018,AZL47234,Swine,Porcine_epidemic_diarrhea_virus,0.068096886,0.32630086,0.258203974
PEDV_JS_A,AZS18878,Swine,Porcine_epidemic_diarrhea_virus,0.070194832,0.32630086,0.256106028
PEDV/GER/L00862/2014,SNQ28088,Swine,Porcine_epidemic_diarrhea_virus,0.068779408,0.326298989,0.257519581
GDS06,QCQ19930,Swine,Porcine_epidemic_diarrhea_virus,0.07130051,0.326277566,0.254977056
BJ_2011_C,APD70934,Swine,Porcine_epidemic_diarrhea_virus,0.070531401,0.326273815,0.255742414
SF4017,QEQ55819,Swine,Porcine_epidemic_diarrhea_virus,0.069979296,0.326273815,0.256294519
GER/L00719/2014,CDW77213,Swine,Porcine_epidemic_diarrhea_virus,0.068769891,0.326270059,0.257500169
AOM_3/JPN/2014,BAT33251,Swine,Porcine_epidemic_diarrhea_virus,0.069250931,0.326246789,0.256995858
ISU13_22038_IA_passage3,AHA38146,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.326246789,0.257133808
OH10123_14,ALM31932,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.326246789,0.257133808
PEDV/USA/NorthDakota93/2015,ANI85752,Swine,Porcine_epidemic_diarrhea_virus,0.069250931,0.326246789,0.256995858
CH_SD01,AMR59401,Swine,Porcine_epidemic_diarrhea_virus,0.070284452,0.326244905,0.255960453
USA/IA/2013/49379,AKP80596,Swine,Porcine_epidemic_diarrhea_virus,0.069141595,0.326244905,0.25710331
KNU_1709,AWM11492,Swine,Porcine_epidemic_diarrhea_virus,0.068451559,0.326244905,0.257793346
PEDV/AUSTRIA/L01062_M10_15_01/2015,SNT95671,Swine,Porcine_epidemic_diarrhea_virus,0.068641019,0.326210321,0.257569302
PEDV/USA/Minnesota129/2015,ANI85764,Swine,Porcine_epidemic_diarrhea_virus,0.069360177,0.326160113,0.256799937
AOM_1/JPN/2014,BAT33113,Swine,Porcine_epidemic_diarrhea_virus,0.069388881,0.326158207,0.256769326
IA1,AGY31028,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.326158207,0.257045226
ISU13_22038_IA_homogenate,AHA38139,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.326158207,0.257045226
KNU_1704,AWM11468,Swine,Porcine_epidemic_diarrhea_virus,0.068699131,0.326158207,0.257459076
IA2,AGY31034,Swine,Porcine_epidemic_diarrhea_virus,0.067761524,0.3261563,0.258394776
PEDV/USA/Minnesota4/2015,ANI85758,Swine,Porcine_epidemic_diarrhea_virus,0.069693624,0.3261563,0.256462676
PEDV/GER/L00918_K17_14_01/2014,SNQ27978,Swine,Porcine_epidemic_diarrhea_virus,0.068650519,0.326150572,0.257500053
GDS48,QCQ20056,Swine,Porcine_epidemic_diarrhea_virus,0.069931034,0.326129318,0.256198283
CH/BJ9/2015,AYP73629,Swine,Porcine_epidemic_diarrhea_virus,0.067642187,0.326125487,0.258483301
PEDV_1842/2016_ITA,AQY61719,Swine,Porcine_epidemic_diarrhea_virus,0.066426792,0.326121653,0.259694861
PEDV/GER/L00855_K14_14_02/2014,SNQ28082,Swine,Porcine_epidemic_diarrhea_virus,0.068641019,0.326121653,0.257480634
PEDV/GER/L00931_K22_14_03/2014,SNQ28032,Swine,Porcine_epidemic_diarrhea_virus,0.068502629,0.326121653,0.257619023
PEDV/GER/L01013_K01_15_03/2015,SNQ27887,Swine,Porcine_epidemic_diarrhea_virus,0.068641019,0.326121653,0.257480634
USA/NC/2013/35140,AKP80589,Swine,Porcine_epidemic_diarrhea_virus,0.068946498,0.326071555,0.257125058
ISU13_19338E_IN_passage9,AHA38132,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.326069625,0.256956644
KNU_1710,AWM11498,Swine,Porcine_epidemic_diarrhea_virus,0.069603646,0.326069625,0.256465979
PEDV/USA/Texas132/2015,ANI85794,Swine,Porcine_epidemic_diarrhea_virus,0.068965517,0.326040744,0.257075227
PEDV/USA/Texas128/2015,ANI85788,Swine,Porcine_epidemic_diarrhea_virus,0.068856078,0.326038806,0.257182727
PEDV/GER/L00928_K20_14_03/2014,SNT95677,Swine,Porcine_epidemic_diarrhea_virus,0.068750865,0.326034926,0.257284061
Ah2016f2,QHQ97044,Swine,Porcine_epidemic_diarrhea_virus,0.066602049,0.326032985,0.259430935
SLOreBAS_1/2015,APG30998,Swine,Porcine_epidemic_diarrhea_virus,0.067949073,0.326032985,0.258083912
PEDV/AUSTRIA/L01063_M10_15_02/2015,SNQ27997,Swine,Porcine_epidemic_diarrhea_virus,0.068641019,0.326032985,0.257391966
PEDV/GER/L00798_K11_14_02/2014,SNQ28070,Swine,Porcine_epidemic_diarrhea_virus,0.069361761,0.326031042,0.256669281
FR2019001,QHD43124,Swine,Porcine_epidemic_diarrhea_virus,0.06650963,0.326027154,0.259517524
GDS41,QCQ20032,Swine,Porcine_epidemic_diarrhea_virus,0.069616763,0.326013813,0.256397049
ISU13_19338E_IN_passage3,AHA38125,Swine,Porcine_epidemic_diarrhea_virus,0.069093918,0.326011868,0.25691795
HRS_1/JPN/2014,BAT33203,Swine,Porcine_epidemic_diarrhea_virus,0.068846578,0.326009922,0.257163344
KGS_4/JPN/2014,BAT33209,Swine,Porcine_epidemic_diarrhea_virus,0.068846578,0.326009922,0.257163344
CH/SCZY103/2017,AZL47216,Swine,Porcine_epidemic_diarrhea_virus,0.068432671,0.326009922,0.257577251
PEDV/USA/Texas134/2015,ANI85728,Swine,Porcine_epidemic_diarrhea_virus,0.069122517,0.326009922,0.256887405
MN,AGY31022,Swine,Porcine_epidemic_diarrhea_virus,0.068946498,0.325982997,0.257036499
KNU_141112_S_DEL5/ORF3,ASA40109,Swine,Porcine_epidemic_diarrhea_virus,0.066944444,0.325975177,0.259030733
SLO/JH_11/2015,ALU34112,Swine,Porcine_epidemic_diarrhea_virus,0.068373702,0.32597322,0.257599517
PEDV/GER/L00799_K11_14_01/2014,SNT95665,Swine,Porcine_epidemic_diarrhea_virus,0.068373702,0.32597322,0.257599517
PEDV/USA/Minnesota131/2015,ANI85806,Swine,Porcine_epidemic_diarrhea_virus,0.069350614,0.325954131,0.256603517
IWT_3/JPN/2014,BAT33263,Swine,Porcine_epidemic_diarrhea_virus,0.069241379,0.32595217,0.256710791
IBR_5/JPN/2014,BAT33167,Swine,Porcine_epidemic_diarrhea_virus,0.068827586,0.32595217,0.257124584
SNJ_P,QGJ02389,Swine,Porcine_epidemic_diarrhea_virus,0.069241379,0.32595217,0.256710791
CH/SCGA/2017,AZL47192,Swine,Porcine_epidemic_diarrhea_virus,0.067728532,0.325940383,0.258211851
NW8,ATY72312,Swine,Porcine_epidemic_diarrhea_virus,0.068351284,0.325917391,0.257566106
KNU_1815,QBO24651,Swine,Porcine_epidemic_diarrhea_virus,0.069222284,0.325894439,0.256672155
KNU_1804,QBA57545,Swine,Porcine_epidemic_diarrhea_virus,0.06778959,0.325888505,0.258098915
PEDV_LS,AJP67444,Swine,Porcine_epidemic_diarrhea_virus,0.067474525,0.325871527,0.258397002
KUPE21,ASW30994,Swine,Porcine_epidemic_diarrhea_virus,0.068300744,0.325871527,0.257570784
AH_2018_HF1,QHQ97039,Swine,Porcine_epidemic_diarrhea_virus,0.068354781,0.325861611,0.25750683
GDS32,QCQ19996,Swine,Porcine_epidemic_diarrhea_virus,0.069312388,0.325838718,0.25652633
IWT_1/JPN/2014,BAT33257,Swine,Porcine_epidemic_diarrhea_virus,0.069398455,0.325832743,0.256434288
B5_HB2017,AXK47358,Swine,Porcine_epidemic_diarrhea_virus,0.068156733,0.325832743,0.25767601
KNU_141112_feces,AKS50222,Swine,Porcine_epidemic_diarrhea_virus,0.068561181,0.32580388,0.257242699
XM2_4,AQW35013,Swine,Porcine_epidemic_diarrhea_virus,0.068699131,0.32580388,0.257104749
USA/OK10240_6/2017,AVI57396,Swine,Porcine_epidemic_diarrhea_virus,0.068837081,0.32580388,0.256966799
KCH_1/JPN/2014,BAT33317,Swine,Porcine_epidemic_diarrhea_virus,0.068096886,0.325795868,0.257698982
KNU_1708,AWM11486,Swine,Porcine_epidemic_diarrhea_virus,0.068275862,0.325775022,0.25749916
KNU_1818,QBO24669,Swine,Porcine_epidemic_diarrhea_virus,0.068,0.325775022,0.257775022
CH/ZJCX_1/2012,AIE15935,Swine,Porcine_epidemic_diarrhea_virus,0.07023596,0.325773013,0.255537053
KGS_1/JPN/2013,BAT33137,Swine,Porcine_epidemic_diarrhea_virus,0.068837081,0.325715298,0.256878217
PEDV/USA/Nebraska108/2015,ANI85800,Swine,Porcine_epidemic_diarrhea_virus,0.069112981,0.325715298,0.256602317
GDS18,QCQ19882,Swine,Porcine_epidemic_diarrhea_virus,0.068799118,0.32568848,0.256889362
IBR_3/JPN/2014,BAT33299,Swine,Porcine_epidemic_diarrhea_virus,0.068304126,0.325684416,0.25738029
PEDV/USA/Minnesota123/2015,ANI85776,Swine,Porcine_epidemic_diarrhea_virus,0.068442114,0.325684416,0.257242302
PEDV/GER/L01061_K07_15_03/2015,SNT95659,Swine,Porcine_epidemic_diarrhea_virus,0.068335869,0.325680347,0.257344478
KNU_1305,AID66720,Swine,Porcine_epidemic_diarrhea_virus,0.068404358,0.325657603,0.257253245
